"ReadCode"	"ConceptId"	"term"	"DescriptionId"
"44D8"	"1013151000000105"	"Plasma lactate level"	"2582761000000116"
"44D9"	"1014471000000106"	"Whole blood pyruvate level"	"2565511000000119"
"44e0"	"1028871000000108"	"Plasma random triglyceride level"	"2600071000000115"
"44e1"	"1031321000000109"	"Plasma fasting triglyceride level"	"2600081000000118"
"44E3"	"1026761000000106"	"Total bilirubin level"	"2600241000000117"
"44E4"	"1028081000000104"	"Direct (conjugated) bilirubin"	"2595891000000110"
"44E4"	"754931000000106"	"Conjugated bilirubin measurement"	"1660871000000113"
"44E4"	"754931000000106"	"Direct (conjugated) bilirubin"	"1667821000000110"
"44E40"	"1006531000000100"	"Direct/total bilirubin ratio measurement"	"2573641000000110"
"44E40"	"194391000000108"	"Conjugated/total bilirubin ratio measurement"	"290701000000112"
"44E5"	"1027461000000102"	"Unconjugated bilirubin level"	"2598721000000113"
"44E7"	"999701000000104"	"Serum conjugated:total bilirubin ratio"	"2569481000000110"
"44E9"	"997561000000103"	"Plasma total bilirubin level"	"2581821000000111"
"44EA"	"997571000000105"	"Plasma unconjugated bilirubin level"	"2572671000000112"
"44EC"	"997591000000109"	"Serum total bilirubin level"	"2569221000000113"
"44ED"	"997601000000103"	"Serum unconjugated bilirubin level"	"2563451000000118"
"44f0"	"1028881000000105"	"Serum random glucose level"	"2600091000000116"
"44f1"	"1003131000000101"	"Serum fasting glucose level"	"2564071000000115"
"44f2"	"1028891000000107"	"Serum 2 hours post-prandial glucose level"	"2600101000000112"
"44f3"	"1010621000000101"	"30 minute serum glucose level"	"2586481000000115"
"44F3"	"997611000000101"	"Total alkaline phosphatase level"	"2555401000000111"
"44f4"	"1010631000000104"	"60 minute serum glucose level"	"2562021000000111"
"44F4"	"1013191000000102"	"Alkaline phosphatase liver isoenzyme level"	"2565301000000113"
"44f5"	"1010641000000108"	"90 minute serum glucose level"	"2574281000000115"
"44F5"	"1013201000000100"	"Alkaline phosphatase - bone isoenzyme level"	"2557391000000117"
"44f6"	"1010651000000106"	"120 minute serum glucose level"	"2574291000000118"
"44F6"	"1013181000000104"	"Alkaline phosphatase - bile isoenzyme level"	"2565291000000114"
"44F7"	"1000631000000102"	"Alkaline phosphatase isoenzyme studies"	"2563771000000115"
"44f7"	"1010661000000109"	"150 minute serum glucose level"	"2564981000000117"
"44F8"	"997621000000107"	"Plasma alkaline phosphatase bile isoenzyme level"	"2581831000000113"
"44F9"	"997631000000109"	"Plasma alkaline phosphatase bone isoenzyme level"	"2576831000000110"
"44FA"	"997641000000100"	"Plasma alkaline phosphatase liver isoenzyme level"	"2581841000000116"
"44FB"	"997651000000102"	"Serum alkaline phosphatase bile isoenzyme level"	"2572681000000114"
"44FC"	"1000831000000101"	"Serum alkaline phosphatase bone isoenzyme level"	"2563781000000118"
"44FD"	"1000841000000105"	"Serum alkaline phosphatase liver isoenzyme level"	"2563791000000116"
"44FE"	"1013161000000108"	"Serum alkaline phosphatase electrophoresis"	"2565281000000112"
"44FF"	"1013171000000101"	"Serum alkaline phosphatase intestinal enzyme level"	"2574541000000114"
"44FG"	"1013181000000104"	"Alkaline phosphatase - bile isoenzyme level"	"2565291000000114"
"44FH"	"1013191000000102"	"Alkaline phosphatase liver isoenzyme level"	"2565301000000113"
"44FI"	"1013201000000100"	"Alkaline phosphatase - bone isoenzyme level"	"2557391000000117"
"44FJ"	"1002041000000101"	"Heat stable alkaline phosphatase level"	"2560981000000112"
"44g"	"1010671000000102"	"Plasma glucose level"	"2582401000000112"
"44g0"	"1031331000000106"	"Plasma random glucose level"	"2600111000000114"
"44g1"	"1003141000000105"	"Plasma fasting glucose level"	"2560571000000116"
"44g2"	"1028901000000108"	"Plasma 2 hours post-prandial glucose level"	"2600121000000115"
"44g3"	"1010681000000100"	"30 minute plasma glucose level"	"2564991000000115"
"44G3"	"201321000000108"	"Serum alanine aminotransferase level"	"306221000000119"
"44g4"	"1010691000000103"	"60 minute plasma glucose level"	"2552411000000115"
"44g5"	"1010701000000103"	"90 minute plasma glucose level"	"2586491000000118"
"44G5"	"1015241000000103"	"Serum 5 - nucleotidase level"	"2552601000000119"
"44g6"	"1010711000000101"	"120 minute plasma glucose level"	"2565001000000110"
"44G6"	"1028251000000100"	"Plasma hydroxybutyrate dehydrogenase level"	"2601851000000114"
"44g7"	"1012661000000105"	"150 minute plasma glucose level"	"2578791000000119"
"44G8"	"1031191000000109"	"Serum hydroxybutyrate dehydrogenase level"	"2601841000000111"
"44g8"	"998281000000106"	"240 minute plasma glucose level"	"2581901000000110"
"44g9"	"998291000000108"	"300 minute plasma glucose level"	"2581911000000112"
"44gA"	"1003121000000103"	"180 minute plasma glucose level"	"2561101000000114"
"44gA"	"754261000000106"	"180 minute plasma glucose level"	"1665741000000117"
"44gB"	"1045471000000104"	"210 minute plasma glucose concentration"	"2634891000000112"
"44GB"	"201321000000108"	"Serum alanine aminotransferase level"	"306221000000119"
"44H"	"1000871000000104"	"Cardiac enzymes"	"2560911000000117"
"44h5"	"1031001000000103"	"Blood inorganic phosphate level"	"2602581000000114"
"44H8"	"1028121000000101"	"Serum creatinine phosphokinase MB isoenzyme level"	"2599551000000119"
"44H9"	"1028261000000102"	"Total lactic dehydrogenase level"	"2600681000000111"
"44h9"	"935201000000104"	"Plasma adjusted calcium concentration"	"2395391000000117"
"44h90"	"935201000000104"	"Plasma adjusted calcium concentration"	"2395391000000117"
"44hA"	"1017411000000108"	"Blood total carbon dioxide (calculated)"	"2562881000000118"
"44hB"	"1018001000000103"	"Actual bicarbonate level"	"2583501000000118"
"44hC"	"1018011000000101"	"Standard bicarbonate level"	"2565961000000113"
"44hD"	"1006521000000102"	"Blood ionised calcium level"	"2585931000000118"
"44hD"	"754551000000106"	"Blood ionised calcium level"	"1660071000000118"
"44HI"	"1013221000000109"	"Cardiac markers"	"2562291000000115"
"44HJ"	"1026411000000101"	"Plasma creatinine phosphokinase MB isoenzyme level"	"2603861000000111"
"44HK"	"1030901000000109"	"Macromolecular creatine kinase level"	"2596921000000110"
"44HK"	"205261000000107"	"Macromolecular creatine kinase level"	"314901000000112"
"44HK0"	"1006181000000109"	"Serum macromolecular creatine kinase level"	"2585191000000119"
"44HK0"	"912091000000100"	"Serum macromolecular creatine kinase level"	"2344331000000111"
"44HL"	"1006481000000102"	"Creatine kinase MB isoenzyme level"	"2573631000000118"
"44HM"	"1004121000000100"	"Creatine kinase MB activity"	"2573401000000114"
"44HM"	"794491000000109"	"Creatine kinase MB activity"	"1776101000000114"
"44HZ"	"1000871000000104"	"Cardiac enzymes"	"2560911000000117"
"44i0"	"992991000000103"	"Plasma bicarbonate level"	"2568631000000115"
"44i2"	"995531000000103"	"Plasma inorganic phosphate level"	"2568071000000112"
"44I9"	"1000701000000101"	"Serum inorganic phosphate level"	"2573021000000111"
"44IA"	"1000711000000104"	"Plasma anion gap"	"2571751000000117"
"44IB"	"1000721000000105"	"Serum anion gap"	"2560891000000115"
"44IC"	"935051000000108"	"Serum adjusted calcium concentration"	"2395071000000118"
"44IC0"	"935051000000108"	"Serum adjusted calcium concentration"	"2395071000000118"
"44ID"	"1013231000000106"	"Serum ionised calcium level"	"2565311000000110"
"44IE"	"1013241000000102"	"Serum ionized calcium (pH 7.4) level"	"2557401000000119"
"44IF"	"1013251000000104"	"Urine chromatography"	"2562301000000116"
"44J"	"1028131000000104"	"Blood urea/renal function"	"2598741000000118"
"44J5"	"1000751000000100"	"Renal profile"	"2584351000000113"
"44J6"	"1000941000000101"	"Albumin excretion rate"	"2571821000000115"
"44JB"	"1000971000000107"	"Urea and electrolytes level"	"2571841000000110"
"44JC"	"1000981000000109"	"Corrected plasma creatinine level"	"2584361000000111"
"44JD"	"1000991000000106"	"Corrected serum creatinine level"	"2571851000000113"
"44JE"	"1001001000000105"	"Peritoneal equilibration test"	"2584371000000116"
"44JG"	"1002901000000100"	"Overnight albumin excretion rate"	"2561061000000112"
"44JZ"	"1028131000000104"	"Blood urea/renal function"	"2598741000000118"
"44K"	"1028231000000107"	"Blood urate level"	"2600581000000110"
"44k0"	"1012711000000102"	"Plasma glutamine level"	"2578811000000118"
"44k1"	"1012721000000108"	"Plasma glycine level"	"2557291000000113"
"44k2"	"1012731000000105"	"Plasma histidine level"	"2557301000000112"
"44k3"	"1012741000000101"	"Plasma homocysteine level"	"2578821000000112"
"44k4"	"1012751000000103"	"Plasma homocystine level"	"2582711000000118"
"44k5"	"1012761000000100"	"Plasma isoleucine level"	"2557311000000114"
"44k6"	"1012771000000107"	"Plasma leucine level"	"2565221000000111"
"44k7"	"1012781000000109"	"Plasma lysine level"	"2582721000000112"
"44k8"	"1012791000000106"	"Plasma methionine level"	"2552291000000111"
"44k9"	"1012801000000105"	"Plasma ornithine level"	"2565231000000113"
"44kB"	"1012821000000101"	"Plasma proline level"	"2579711000000117"
"44kC"	"1012831000000104"	"Plasma serine level"	"2565241000000116"
"44kD"	"1012841000000108"	"Plasma taurine level"	"2579721000000111"
"44kE"	"1012851000000106"	"Plasma threonine level"	"2557321000000115"
"44kF"	"1012861000000109"	"Plasma tryptophan level"	"2552301000000110"
"44kG"	"1012871000000102"	"Plasma tyrosine level"	"2557331000000118"
"44kH"	"1012881000000100"	"Plasma valine level"	"2578831000000114"
"44kI"	"1017431000000100"	"Plasma cystine level"	"2557931000000119"
"44kK"	"1017451000000107"	"Plasma cystathione level"	"2583431000000111"
"44kL"	"1017461000000105"	"Plasma asparagine level"	"2580361000000119"
"44kM"	"1017471000000103"	"Plasma citrulline level"	"2565901000000114"
"44kN"	"1017481000000101"	"Plasma arginosuccinate level"	"2575041000000115"
"44kP"	"1002911000000103"	"Plasma glutamic acid level"	"2577531000000111"
"44kQ"	"1002921000000109"	"Plasma aspartic acid level"	"2564031000000117"
"44kR"	"1016301000000104"	"Plasma phosphoethanolamine level"	"2557781000000118"
"44kS"	"1014551000000103"	"Plasma gamma-aminobutyrate level"	"2562531000000119"
"44kT"	"1005951000000107"	"Plasma 3 hydroxybutyrate level"	"2561471000000114"
"44kT"	"912031000000101"	"Plasma 3 hydroxybutyrate level"	"2344171000000110"
"44l0"	"1027941000000105"	"Adrenaline/creatinine ratio"	"2601631000000115"
"44l1"	"1027951000000108"	"Calcium/creatinine ratio"	"2602131000000117"
"44L1"	"1028241000000103"	"Blood zinc level"	"2600691000000113"
"44l3"	"1031011000000101"	"Dopamine/creatinine ratio"	"2601801000000113"
"44L4"	"1000781000000106"	"Blood copper level"	"2555841000000111"
"44l4"	"1012891000000103"	"CSF (cerebrospinal fluid) IgG/albumin ratio"	"2552311000000112"
"44L5"	"1000791000000108"	"Serum vitamin A level"	"2560901000000119"
"44l5"	"1012901000000102"	"MB/total creatine kinase ratio"	"2557341000000110"
"44L6"	"1001041000000108"	"Serum nicotinic acid level"	"2560321000000112"
"44l6"	"1027961000000106"	"Mandelic acid/creatinine ratio"	"2601621000000117"
"44L7"	"1001051000000106"	"Serum riboflavine level"	"2571871000000116"
"44l7"	"1027971000000104"	"Noradrenaline/creatinine ratio"	"2601641000000112"
"44L8"	"1001061000000109"	"Serum pyridoxine level"	"2577311000000111"
"44l8"	"1015621000000108"	"Oxygenation index"	"2565671000000113"
"44L9"	"1001071000000102"	"Serum vitamin C level"	"2573041000000116"
"44l9"	"1015631000000105"	"Porphobilinogen/creatinine ratio"	"2552691000000114"
"44La"	"1013341000000109"	"Plasma chromium level"	"2562341000000118"
"44lA"	"1015641000000101"	"Urine vanillylmandelic acid/creatinine ratio"	"2552701000000114"
"44la"	"1018021000000107"	"Aminolaevulinic acid/creatinine ratio"	"2579411000000113"
"44LB"	"1000801000000107"	"Serum vitamin E level"	"2560291000000119"
"44Lb"	"1013351000000107"	"Serum chromium level"	"2579751000000118"
"44lB"	"1015651000000103"	"Urine arsenic/creatinine ratio"	"2552711000000111"
"44lb"	"1031471000000102"	"Magnesium/creatinine ratio"	"2604231000000115"
"44LC"	"1001081000000100"	"Serum selenium level"	"2563801000000117"
"44lC"	"1015661000000100"	"Urine porphyrin/creatinine ratio"	"2579161000000116"
"44lc"	"994341000000101"	"Urine urate/creatinine ratio"	"2570811000000116"
"44Lc0"	"1029831000000104"	"Holotranscobalamin level"	"2604691000000116"
"44lD"	"1028731000000100"	"Urine protein/creatinine ratio"	"2601611000000111"
"44ld"	"1029171000000108"	"Monomeric/total prolactin ratio"	"2604241000000112"
"44ld0"	"1006171000000107"	"Serum monomeric:total prolactin ratio"	"2556491000000111"
"44ld0"	"912011000000109"	"Serum monomeric:total prolactin ratio"	"2344121000000111"
"44lE"	"1015671000000107"	"Urine thiosulphate/creatinine ratio"	"2580121000000112"
"44le"	"1031701000000101"	"Kappa/lambda light chain ratio"	"2604281000000116"
"44le0"	"1000231000000100"	"Serum kappa:lambda light chain ratio"	"2563751000000112"
"44le0"	"909971000000108"	"Serum kappa:lambda light chain ratio"	"2339321000000114"
"44LF"	"1001111000000108"	"Serum copper level"	"2571881000000119"
"44lF"	"1015681000000109"	"Serum cholesterol/high density lipoprotein ratio"	"2574851000000110"
"44Lf"	"1028781000000101"	"Serum vitamin B1 level"	"2604171000000113"
"44lf"	"1029181000000105"	"Mercury/creatinine ratio"	"2604311000000118"
"44LG"	"1001121000000102"	"Serum zinc level"	"2584391000000117"
"44lG"	"1015691000000106"	"Plasma cholesterol/HDL (high density lipoprotein) ratio"	"2557701000000111"
"44Lg"	"1018031000000109"	"Serum vitamin D2 level"	"2552981000000118"
"44lg"	"1028391000000100"	"Citrate/creatinine ratio"	"2594991000000117"
"44lH"	"1015701000000106"	"Serum cholesterol/low density lipoprotein ratio"	"2565681000000110"
"44lh"	"1029411000000105"	"Cobalt/creatinine ratio"	"2595181000000115"
"44lI"	"1015711000000108"	"Plasma cholesterol/LDL (low density lipoprotein) ratio"	"2580131000000114"
"44li"	"1029421000000104"	"Chromium/creatinine ratio"	"2595191000000118"
"44LJ"	"1001151000000107"	"Plasma copper level"	"2573051000000118"
"44lj"	"1002121000000107"	"CSF (cerebrospinal fluid) glycine/plasma glycine ratio"	"2577421000000113"
"44lJ"	"1015721000000102"	"Serum cholesterol/very low density lipoprotein ratio"	"2557711000000113"
"44Lj"	"1018041000000100"	"Serum unbound copper level"	"2557991000000118"
"44LK"	"1001161000000105"	"Plasma zinc level"	"2584401000000119"
"44lk"	"1002131000000109"	"N-telopeptide cross link/creatinine ratio"	"2560471000000117"
"44lK"	"1015731000000100"	"Plasma cholesterol/VLDL (very low density lipoprotein) ratio"	"2580141000000117"
"44Lk"	"1030911000000106"	"Adjusted magnesium level"	"2596471000000116"
"44LL"	"1001171000000103"	"Plasma 1,25-dihydroxyvitamin D3 level"	"2563821000000114"
"44ll"	"1002181000000108"	"Urine copper/creatinine ratio"	"2572001000000114"
"44lL"	"1015741000000109"	"Serum low density lipoprotein/high density lipoprotein ratio"	"2565691000000112"
"44ll"	"326281000000106"	"Urine copper/creatinine ratio"	"601701000000118"
"44Ll"	"995201000000106"	"Chromium level"	"2568051000000115"
"44Ll0"	"1011351000000106"	"Whole blood chromium concentration"	"2582511000000113"
"44Ll0"	"940591000000103"	"Whole blood chromium concentration"	"2407431000000113"
"44LM"	"1001181000000101"	"Plasma 25-hydroxyvitamin D3 level"	"2563831000000111"
"44lM"	"1015751000000107"	"Plasma LDL/HDL (low density lipoprotein/high density lipoprotein) ratio"	"2574861000000113"
"44Lm"	"1028921000000104"	"Cobalt level"	"2596361000000115"
"44lm"	"1029581000000102"	"Glycolate/creatinine ratio"	"2596371000000110"
"44lm"	"726371000000103"	"Glycolate/creatinine ratio"	"1591011000000111"
"44lm"	"726371000000103"	"Glycollate/creatinine ratio"	"1591151000000111"
"44Lm0"	"1000161000000103"	"Serum cobalt level"	"2572941000000111"
"44Lm0"	"907661000000102"	"Serum cobalt level"	"2333531000000118"
"44Lm1"	"1000171000000105"	"Plasma cobalt level"	"2555771000000110"
"44Lm1"	"907681000000106"	"Plasma cobalt level"	"2333581000000119"
"44Lm2"	"1011461000000101"	"Whole blood cobalt concentration"	"2565061000000114"
"44Lm2"	"940611000000106"	"Whole blood cobalt concentration"	"2407481000000112"
